"partnerId","type","organization","energy","active","zip","city","street","houseNumber","iban","bic","bank","accountHolder","accountingAllocationIndicator","deleted","reminderEmailAddress"
"9911262000004","provider","BESTE STADTWERKE GMBH","electricity","1","32839","Steinheim","Industriestr.","3",,NULL,NULL,,"standard","0","backoffice@beste-stadtwerke.de"
"9907668000003","net","Stadtwerke Pirna Energie GmbH","electricity","1","01796","Pirna","Seminarstr.","18b","DE59120300001002319083","BYLADEM1001","DEUTSCHE KREDIT BANK A.G. BERLIN",,"standard","0","marktkommunikation-netz@stadtwerke-pirna.de"
"9911121000004","provider","TWH-TECHNISCHE WERKE HERBRECHTINGEN","electricity","1","89542","Herbrechtingen","Bauhofstr.","8",,NULL,NULL,,"standard","0","benjamin.lautner@twh-gmbh.de"
"9905533000009","provider","DREISCHTROM GMBH","electricity","1","02977","Hoyerswerda","Straße D","2a",,NULL,NULL,,"standard","0","lieferantenwechsel-drei@enloc.de"
"9911116000001","msb","WERRAENERGIE ","electricity","1","36433","Bad Salzungen","August-Bebel-Str.","36-38","DE28820700000434434700","DEUTDE8EXXX","DEUTSCHE BANK AG",,"standard","0","a.meisel@werraenergienetze.de"
"9911096000006","msb","ENERGIEVERSORGUNG GUBEN","electricity","1","03172","Guben","Gasstr.","11","DE19120300000000638924","BYLADEM1001","DEUTSCHE KREDIT BANK A.G. BERLIN",,"standard","0","netznutzung@ev-guben.de"
"9910997000008","msb","STADTWERKE HETTSTEDT","electricity","1","06333","Hettstedt","Am Mühlgraben","2","DE48120300000000871590","BYLADEM1001","DEUTSCHE KREDIT BANK A.G. BERLIN",,"standard","0","mako@stadtwerke-hettstedt.de"
"9911034000000","provider","GREENLINE - ALTERNATIVE ENERGIEN","electricity","1","39218","Schönebeck","Edelmannstr.","22",,NULL,NULL,,"standard","0","netznutzung-energie@greenline.de"
"9904470000007","provider","NORDWESTPOWER","electricity","1","80335","München","Nymphenburger Str.","20b",,NULL,NULL,,"standard","0","wittnebel@energylink.de"
"9910982000005","provider","STADTWERKE LAAGE","electricity","1","18299","Laage","Polchower Chaussee","12",,NULL,NULL,,"standard","0","vertrieb@sw-teterow.de"
"9904689000004","provider","BURGENLAND ENERGIE GMBH","electricity","1","06712","Zeitz","Geußnitzer Str.","74",,NULL,NULL,,"standard","0","marktkommunikation-ble@burgenland-energie.de"
"9911278000006","provider","STADTWERKE STUTTGART VERTRIEBSG MBH","electricity","1","70147","Stuttgart","Friedrichstraße","45",,NULL,NULL,,"standard","0","versorgerwechsel.swsvg@ews-schoenau.de"
"9911185000008","provider","ENERGIEHANDEL SÜD","electricity","1","87727","Babenhausen","Schöneggweg ","39","DE13731500001001254992","BYLADEM1MLM","SPARKASSE MEMMINGEN-LINDAU-MINDELHEIM",,"standard","0","Lieferantenwechsel@deesa.de"
"9911123000002","provider","RÖDL GMBH","electricity","1","74523","Schwäbisch Hall","An der Limpurgbrücke","1",,NULL,NULL,,"standard","0","avia.roedl@stadtwerke-hall.de"
"9904749000001","msb","COUNT+CARE GMBH (MSB)","electricity","1","64293","Darmstadt","Landwehrstr.","55",NULL,NULL,NULL,NULL,"standard","0",
"9904918000006","provider","RICHTIGSTROM - COVENDA VERTRIEBSGES.","electricity","1","86199","Augsburg","Döllgaststr.","5",,NULL,NULL,,"standard","0","office@richtigstrom.de"
"9906318000008","msb","DIRK ROSSMANN GMBH (MSB)","electricity","1","30938","Burgwedel","Isernhägener Str.","16",NULL,NULL,NULL,NULL,"standard","0",
"9904577000009","provider","ENERGIEUNION","electricity","1","19055","Schwerin","Werderstr.","74b",,NULL,NULL,,"standard","0","kruschke@energieunion.de"
"9911310000005","provider","STADTWERKE RÖSRATH ENERGIE GMBH","electricity","1","51503","Rösrath","Hauptstr.","142",,NULL,NULL,,"standard","0","nicht-edifact@stadtwerke-roesrath-energie.de"
"9910994000001","provider","BGK - BÄDERGESELLSCH. KONSTANZ - ENSPIRE","electricity","1","78467","Konstanz","Benediktinerplatz","7",,NULL,NULL,,"standard","0","g.appel@stadtwerke-konstanz.de"
"9910616000008","provider","PROEFA GMBH","electricity","1","40591","Düsseldorf","Kölner Landstr.","33",,NULL,NULL,,"standard","0","kundenwechsel@enni.de"
"9911186000007","provider","GEIGER GMBH","electricity","1","91522","Ansbach","Rudolf-Diesel-Str.","5",,NULL,NULL,,"standard","0","Lieferantenwechsel@deesa.de"
"9911135000008","provider","TR-ENERGY GMBH","electricity","1","57520","Rosenheim","Naurother Straße","3",,NULL,NULL,,"standard","0","musteri@service.tuerkiyemelektrik.com"
"9911321000002","provider","ENEWA GMBH","electricity","1","53343","Wachtberg","Am Wachtbergring","2a",,NULL,NULL,,"standard","0","Nicht-edifact@enewa.de"
"9911239000003","provider","KURT GÜNTHER MINERALÖLHANDELSGES. MBH","electricity","1","36199","Rotenburg","Hinter der Landwehr","3",,NULL,NULL,,"standard","0","mathias.reim@kurt-guenther.de"
"9911181000002","provider","BERND IDEN GMBH","electricity","1","22397","Hamburg","Poppenbütteler Chaussee","9",,NULL,NULL,,"standard","0","iden@deesa-strom.de"
"9911145000006","provider","FÖHRER WINDKRAFT GMBH & CO KG","electricity","1","25938","Oevenum","Buurnstrat","79",,NULL,NULL,,"standard","0","versorgerwechsel.foehr@ews-schoenau.de"
"9905060000001","provider","OPTIMIZATION ENGINEERS GMBH","electricity","1","45527","Hattingen","Werksstr.","15",,NULL,NULL,,"standard","0","mako@envera.de"
"9904422000005","provider","ENRO LUDWIGSFELDE ENERGIE GMBH","electricity","1","14974","Ludwigsfelde","Rudolf Diesel Str.","15",,NULL,NULL,,"standard","0","alexander.haehnel@enro-ludwigsfelde.de"
"9911431000009","provider","ERDGAS SÜDWEST GMBH","electricity","1","76275","Ettlingen","Siemensstr.","9",,NULL,NULL,,"standard","0","netzzugang@erdgas-suedwest.de"
"9911243000007","provider","LOGOENERGIE GMBH","electricity","1","53881","Euskirchen","Münsterstr.","9",,NULL,NULL,,"standard","0","info@logoenergie.de"
"9910343000008","msb","NIEDERRHEINWERKE IMPULS GMBH (MSB)","electricity","1","47929","Grefrath","An der Plüschweberei","15",NULL,NULL,NULL,NULL,"standard","0",
"9911093000009","msb","STADTWERKE FREUDENBERG GMBH & CO. KG","electricity","1","97877","Wertheim","Mühlenstr.","60",,NULL,NULL,,"standard","0",
"9911216000000","provider","WAY2ENERGY ENERGIEVERSORGUNG GMBH","electricity","1","22767","Hamburg","Bernstorffstr.","118",,NULL,NULL,,"standard","0","strom@way2energy.eu"
"9905322000004","provider","GEMEINDEWERKE STOCKELSDORF GMBH","electricity","1","23617","Stockelsdorf","Marienburgstr.","7",,NULL,NULL,,"standard","0","kerlin@gw-stodo.de"
"9911360000005","provider","BOREAS STROM GMBH","electricity","1","01109","Dresden","Moritzburger Weg","67",,NULL,NULL,,"standard","0","c.gross@boreas.de"
"9911335000006","provider","MINDENER STADTWERKE GMBH","electricity","1","32423","Minden","Großer Domhof","3",,NULL,NULL,,"standard","0","marktpartner@mindener-stadtwerke.de"
"9911328000005","provider","REMSTALWERK GMBH & CO. KG","electricity","1","73312","Geislingen","Eybstr.","102",,NULL,NULL,,"standard","0","wechselmanagement@remstalwerk.de"
"9906222000003","provider","ALIAS WENTA","electricity","1","82031","Grünwald","Schloßstr.","19",NULL,NULL,NULL,NULL,"standard","0",
"9911336000005","msb","RUMMELSBERGER DIAKONIE E.V.","electricity","1","91522","Ansbach","Rügländer Str.","1a",NULL,NULL,NULL,NULL,"standard","0",
"9905149000005","provider","NIEDERSACHSEN PORTS GMBH & CO.KG","electricity","1","26725","Emden","Friedrich-Naumann-Str.","7-9",,NULL,NULL,,"standard","0","bsaathoff@nports.de"
"9911304000003","provider","MANFRED WELSCH GMBH","electricity","1","78333","Stockach","Industriestr.","23",,NULL,NULL,,"standard","0","kunden.welsch-gmbh@service.ewdl-sha.de"
"9904948000000","provider","WSW 3/4/5 ENERGIE GMBH","electricity","1","42281","Wuppertal","Bromberger Str.","39-41",,NULL,NULL,,"standard","0","vertrieb@wsw-online.de"
"4041409000006","provider","ENBW ENERGIE BADEN-WÜRTTEMBERG AG","electricity","1","76131","Karlsruhe","Durlacher Allee","93",,NULL,NULL,,"standard","0","netzzugangsmanagement@enbw.com"
"9904708000000","msb","SW DÜSSELDORF","electricity","1","40233","Düsseldorf","Höherweg","100",,NULL,NULL,,"standard","0",
"9905135000001","msb","LICHTBLICK","electricity","1","20359","Hamburg","Zirkusweg","6",NULL,NULL,NULL,NULL,"standard","0",
"9905181000005","msb","MARK-E","electricity","1","58093","Hagen","Platz der Impulse","1",NULL,NULL,NULL,NULL,"standard","0",
"9904735000007","msb","ENERCITY","electricity","1","30449","Hannover","Ihmeplatz","2",,NULL,NULL,,"standard","0",
"9911389000002","msb","SW BOCHUM","electricity","1","44787","Bochum",,NULL,NULL,NULL,NULL,NULL,"standard","0",
"9911285000007","msb","SW VIERNHEIM","electricity","1","68519","Viernheim","Industriestr.","2","DE16509514690003062753","HELADEF1HEP","SPARKASSE STARKENBURG",,"standard","0","edm@emserv-gmbh.com"
"9906757000007","msb","PFALZWERKE","electricity","1","67061","Ludwigshafen","Kurfürstenstr.","29",NULL,NULL,NULL,NULL,"standard","0",
"9910039000007","msb","GGEW GRUPPEN-GAS- UND EW BERGSTRAßE AG","electricity","1","64625","Bensheim","Dammstr.","68","DE80509500680001000033","HELADEF1BEN","SPARKASSE BENSHEIM",,"standard","0","netznutz@ggew.de"
"9905171000007","msb","SW LEIPZIG","electricity","1","04109","Leipzig","Augustusplatz","7",,NULL,NULL,,"standard","0","vertraege.stadtwerke@L.de"
"9905658000009","msb","TW LUDWIGSHAFEN","electricity","1","67063","Ludwigshafen","Industriestr.","3",NULL,NULL,NULL,NULL,"standard","0",
"9905409000000","msb","ENTEGA ENERGIE GMBH","electricity","1","64293","Darmstadt","Frankfurter Straße","100",NULL,NULL,NULL,NULL,"standard","0",
"9905435000008","msb","SW GIEßEN","electricity","1","35398","Gießen","Lahnstr.","31",NULL,NULL,NULL,NULL,"standard","0",
"9870020100002","net","NETZE BW GMBH","gas","1","70567","Stuttgart","Schelmenwasenstr.","15","DE76600501010001318179","SOLADEST600","LANDESBANK BADEN-WUERTTEMBERG",,"standard","0","nzm-gas@netze-bw.de"
"9870082600008","net","NETZE GESELLSCHAFT SÜDWEST MBH","gas","1","76275","Ettlingen","Siemensstraße ","9","DE45600501010002258764","SOLADEST600","LANDESBANK BADEN-WUERTTEMBERG",,"standard","0","nzm-gas@netze-suedwest.de"
"9870021300007","net","SW LUDWIGSBURG KORNWESTHEIM","gas","1","71636","Ludwigsburg","Gänsfußallee","23","DE25604500500000062938","SOLADES1LBG","KREISSPARKASSE LUDWIGSBURG",,"standard","0","Netzanfrage@swlb.de"
"9870086800000","net","SW ESSLINGEN GMBH UND CO.KG","gas","1","73728","Esslingen","Fleischmannstr.","50","DE79611500200101308326","ESSLDE66XXX","KREISSPARKASSE ESSLINGEN-NUERTINGEN",,"standard","0","klaerung.netz@swe.de	"
"9870025000009","net","SW BIETIGHEIM-BISSINGEN GMBH","gas","1","74321","Bietigheim-Bissingen","Rötestr.","8","DE09604500500030156797","SOLADES1LBG","KREISSPARKASSE LUDWIGSBURG",,"standard","0","netznutzung@suedwest-edm.de"
"9800072300003","provider","SW LUDWIGSBURG KORNWESTHEIM","gas","1","71636","Ludwigsburg","Gänsfußallee","23",,NULL,NULL,,"standard","0","gerold.kohler@swlb.de"
"9800013200006","provider","SW ESSLINGEN GMBH UND CO.KG","gas","1","73728","Esslingen","Fleischmannstr.","50",,NULL,NULL,,"standard","0","klaerung.liefer@swe.de	"
"9800043100002","provider","OMV GAS MARKETING & TRADING DEUTSCHLAND","gas","1","93053","Regensburg","Furtmayrstr.","3",,NULL,NULL,,"standard","0","stephanie.seibold@omv.com"
"4048454000012","provider","E WIE EINFACH STROM UND GAS GMBH","gas","1","50677","Köln","Salierring","47-53","DE30370700600177252400","DEUTDEDKXXX","DEUTSCHE BANK AG",,"standard","0","marktpartnermanagement@e-wie-einfach.de	"
"9800070600009","provider","NATGAS AKTIENGESELLSCHAFT","gas","1","14469","Potsdam","Jägerallee","37H","DE47100400000204716500","COBADEFFXXX","COMMERZBANK AG",,"standard","0","schulz@natgas.de"
"9800041900008","provider","SW BIETIGHEIM-BISSINGEN","gas","1","74321","Bietigheim-Bissingen","Rötestr.","8","DE80604500500007015005","SOLADES1LBG","KREISSPARKASSE LUDWIGSBURG",,"standard","0","marktkommunikation@sw-bb.de"
"9800093200000","msb","ENBW GASNETZ","gas","1","70188","Stuttgart","Talstr.","117",,NULL,NULL,,"standard","0","nzm-gas@netze-bw.de"
"9800093700000","msb","NETZE GESELLSCHAFT SÜDWEST MBH","gas","1","76275","Ettlingen","Siemensstraße ","9","DE45600501010002258764","SOLADEST600","LANDESBANK BADEN-WUERTTEMBERG",,"standard","0","messstellenzugang-gas@netze-suedwest.de"
"9800019800008","provider","ENBW GAS","gas","1","70188","Stuttgart","Talstrasse","117",,NULL,NULL,,"standard","0","netzzugang@enbw.com"
"9800019200000","provider","ERDGAS SÜDWEST GMBH","gas","1","76275","Ettlingen","Siemensstr.","9a",,NULL,NULL,,"standard","0","netzzugang@erdgas-suedwest.de"
"9800018600003","provider","BADENOVA AG & CO. KG","gas","1","79108","Freiburg","Tullastr.","61",,"FRSPDE66XXX","SPARKASSE FREIBURG-NOERDLICHER BREISGAU",,"standard","0","Lieferantenwechsel.badenova@energiexchange.de"
"9800058600005","provider","STADTWERKE HEIDELBERG ENERGIE GMBH","gas","1","69115","Heidelberg","Kurfürsten-Anlage","42-50","DE44672400390191070200","COBADEFFXXX","COMMERZBANK AG",,"standard","0","marktkommunikation@swhd.de"
"9800018900007","provider","STADTWERKE TÜBINGEN GMBH ","gas","1","72072","Tübingen","Eisenhutstr.","6",,"SOLADES1TUB","KREISSPARKASSE TUEBINGEN",,"standard","0","lieferantenwechsel-vertrieb@swtue.de	"
"9870110800009","net","ENERGIE CALW GMBH","gas","1","75365","Calw","Robert-Bosch-Straße","20","DE16666500850000097977","PZHSDE66XXX","SPARKASSE PFORZHEIM CALW",,"standard","0","netznutzung@encw.de"
"9800003800006","provider","TW SCHUSSENTAL GMBH & CO. KG","gas","1","88212","Ravensburg","Schussenstr.","22","DE34650501100000232366","SOLADES1RVB","KREISSPARKASSE RAVENSBURG",,"standard","0","kundenwechsel-gas@tws.de	"
"9800035900006","provider","STADTWERKE KONSTANZ GMBH","gas","1","78467","Konstanz","Max-Stromeyer-Str.","21-29","DE52690500010000072041","SOLADES1KNZ","SPARKASSE BODENSEE (FORMERLY SPARKASSE KONSTANZ)",,"standard","0","vertriebskuendigung@stadtwerke-konstanz.de"
"9800054900003","provider","STADTWERKE ALTENSTEIG","gas","1","72213","Altensteig","Jahnstr.","13",,"PZHSDE66XXX","SPARKASSE PFORZHEIM CALW",,"standard","0","lieferantenwechsel@suedwest-edm.de"
"9800039100008","provider","MVV ENERGIE AG","gas","1","68159","Mannheim","Luisenring","49","DE84670400310308144500","COBADEFFXXX","COMMERZBANK AG",,"standard","0","lieferantenwechsel-mannheim@soluvia.de"
"9800033300000","provider","SW MÜHLACKER","gas","1","75417","Mühlacker","Danziger Str.","17",,"PZHSDE66XXX","SPARKASSE PFORZHEIM CALW",,"standard","0","tanja.wagner@stadtwerke-muehlacker.de"
"9800011400004","provider","SWP STADTWERKE PFORZHEIM GMBH","gas","1","75179","Pforzheim","Sandweg","22",,NULL,NULL,,"standard","0","Lieferantenwechsel-SLP@stadtwerke-pforzheim.de	"
"9800014300003","provider","RBS SEMPRA ENERGY EUROPE","gas","1","00000","London","155 Bishopsgate",,,NULL,NULL,,"standard","0","Peer.Lustraeten@rbssempra.com"
"9800067800000","provider","SW SCHRAMBERG","gas","1","78713","Schramberg","Gustav-Maier-Str.","11",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-schramberg.de"
"9800038900003","provider","SW TAUBERFRANKEN","gas","1","97980","Bad Mergentheim","Max-Planck-Str.","5",,NULL,NULL,,"standard","0","clearing@stadtwerk-tauberfranken.de"
"9800007100006","provider","SW BADEN-BADEN","gas","1","76530","Baden-Baden","Waldseestr.","24",,NULL,NULL,,"standard","0","tacseng.tang@swbad.de"
"9800002300007","provider","SW BRETTEN","gas","1","75015","Bretten","Pforzheimer Starsse","80-84",,NULL,NULL,,"standard","0","lieferantenwechsel@suedwest-edm.de	"
"9800005000000","provider","SW BÜHL","gas","1","77815","Bühl","Siemensstr.","5",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-buehl.de	"
"9800049700004","provider","STADTWERKE CRAILSHEIM GMBH","gas","1","74564","Crailsheim","Friedrich-Bergius-Str.","10-14",,NULL,NULL,,"standard","0","Yvonne.Rieger@stw-crailsheim.de"
"9800035100002","provider","STADTWERKE FREUDENSTADT","gas","1","72250","Freudenstadt","Reichsstr.","9",,NULL,NULL,,"standard","0","info@sw-freudenstadt.de"
"9800062900003","provider","ALBSTADTWERKE GMBH","gas","1","72461","Albstadt","Goethestr.","91",,NULL,NULL,,"standard","0","thomas.rukwid@albstadtwerke.de"
"9870111300008","net","MVV NETZE GMBH","gas","1","68159","Mannheim","Luisenring","49","DE10670700100047772900","DEUTDESMXXX","DEUTSCHE BANK AG",,"standard","0","lieferantenwechsel-mannheim@mvv-netze.de"
"9870102100003","net","ALBSTADTWERKE GMBH","gas","1","72461","Albstadt","Goethestr.","91","DE44653619890001644009","GENODES1ONS","ONSTMETTINGER BANK EG",,"standard","0","netznutzung.gas@albstadtwerke.de"
"9870007400003","net","BNNETZE","gas","1","79108","Freiburg","Tullastr.","61","DE28680400070160772000","COBADEFFXXX","COMMERZBANK AG",,"standard","0","Lieferantenwechsel.bnnetze@energiexchange.de"
"9870108500009","net","EV ROTTENBURG AM NECKAR GMBH","gas","1","72108","Rottenburg","Siebenlindenstr.","19","DE37641500200002231932","SOLADES1TUB","KREISSPARKASSE TUEBINGEN",,"standard","0","a.wiech@sw-rottenburg.de"
"9870083800003","net","ENRW ENERGIEVERSORGUNG ROTTWEIL GMBH & C","gas","1","78628","Rottweil","In der Au","5","DE86642500400000861452","SOLADES1RWL","KREISSPARKASSE ROTTWEIL",,"standard","0","Bernd.Weisshaar@enrw.de	"
"9870086000006","net","GVL GASVERSORGUNG LANGENAU GMBH","gas","1","89129","Langenau","Marktplatz","5","DE10630500000021155295","SOLADES1ULM","SPARKASSE ULM",,"standard","0","sylvia.jukna@langenau.de	"
"9870037200001","net","HEILBRONNER VERSORGUNGS GMBH","gas","1","74076","Heilbronn","Weipertstr.","41","DE80620500000000096076","HEISDE66XXX","KREISSPARKASSE HEILBRONN",,"standard","0","gas-netz@hnvg.de"
"9870017400001","net","HELLENSTEIN-ENERGIE-LOGISTIK GMBH","gas","1","89522","Heidenheim","Meeboldstr.","1","DE34632500300046003054","SOLADES1HDH","KREISSPARKASSE HEIDENHEIM",,"standard","0","netznutzung_gas@hellenstein-energie-logistik.de"
"9870078800000","net","STADTWERKE TAUBERFRANKEN GMBH","gas","1","97980","Bad Mergentheim","Max-Planck-Str.","5","DE47673525650000000513","SOLADES1TBB","SPARKASSE TAUBERFRANKEN",,"standard","0","service@stadtwerk-tauberfranken.de	"
"9870083000009","net","STADTWERKE BACKNANG GMBH","gas","1","71522","Backnang","Schlachthofstr.","6","DE16602500100015038555","SOLADES1WBN","KREISSPARKASSE WAIBLINGEN",,"standard","0","backnang.nb.kommunikation@siv.de"
"9870028900008","net","STADTWERKE BAD FRIEDRICHSHALL","gas","1","74177","Bad Friedrichshall","Saline","1","DE97620500000001438444","HEISDE66XXX","KREISSPARKASSE HEILBRONN",,"standard","0","netznutzung@suedwest-edm.de"
"9870029800009","net","STADTWERKE BAD SAULGAU","gas","1","88348","Bad Saulgau","Mossheimer Str.","28","DE44650930200360828019","GENODES1SLG","VOLKSBANK BAD SAULGAU EG",,"standard","0","netz@stadtwerke-bad-saulgau.de"
"9870005300007","net","STADTWERKE BADEN-BADEN","gas","1","76530","Baden-Baden","Waldseestr.","24","DE56662500300000010892","SOLADES1BAD","SPARKASSE BADEN-BADEN GAGGENAU",,"standard","0","edm@swbad.de"
"9870015800005","net","STADTWERKE BRETTEN GMBH","gas","1","75015","Bretten","Pforzheimer Str.","80","DE57663500360005015153","BRUSDE66XXX","SPARKASSE KRAICHGAU BRUCHSAL-BRETTEN-SINSHEIM",,"standard","0","Kommunikation-Netz@stadtwerke-bretten.de"
"9870026200004","net","STADTWERKE BÜHL GMBH","gas","1","77815","Bühl","Siemensstr.","5","DE80662514340000052050","SOLADES1BHL","SPARKASSE BUEHL",,"standard","0","marktkommunikation@endica.de"
"9870081200007","net","STADTWERKE CRAILSHEIM GMBH","gas","1","74564","Crailsheim","Friedrich-Bergius-Str.","10","DE23622500300000006011","SOLADES1SHA","SPARKASSE SCHWAEBISCH HALL-CRAILSHEIM",,"standard","0","Yvonne.Rieger@stw-crailsheim.de	"
"9870108900001","net","Stadtwerke Eberbach GmbH","gas","1","69412","Eberbach","Güterbahnhofstr.","4","DE48672917000031031400","GENODE61NGD","VOLKSBANK NECKARTAL EG",,"standard","0","netznutzung@sw-eberbach.de"
"9870099800005","net","STADTWERKE EMMENDINGEN GMBH","gas","1","79312","Emmendingen","Am Gaswerk","1","DE31680920000000200522","GENODE61EMM","VOLKSBANK BREISGAU NORD EG",,"standard","0","emmendingen.nb.kommunikation@siv.de"
"9870036000006","net","SW FELLBACH GMBH","gas","1","70736","Fellbach","Ringstr.","5","DE56602500100002033336","SOLADES1WBN","KREISSPARKASSE WAIBLINGEN",,"standard","0","netznutzung_gas@stadtwerke-fellbach.de"
"9870094400008","net","STADTWERKE FREUDENSTADT GMBH & CO. KG","gas","1","72250","Freudenstadt","Reichsstr.","9","DE28642510600000000141","SOLADES1FDS","KREISSPARKASSE FREUDENSTADT",,"standard","0","info@sw-freudenstadt.de"
"9870019500007","net","STADTWERKE GIENGEN GMBH","gas","1","89537","Giengen","Mühlenweg","10","DE09632500300046020673","SOLADES1HDH","KREISSPARKASSE HEIDENHEIM",,"standard","0","netznutzung@swgiengen.de"
"9870086400008","net","STADTWERKE HECHINGEN","gas","1","72379","Hechingen","Alte Rottenburger Str.","5","DE90653512600134117711","SOLADES1BAL","SPARKASSE ZOLLERNALB",,"standard","0","osswald@stadtwerke-hechingen.de	"
"9870037800009","net","STADTWERKE HEIDELBERG NETZ GMBH","gas","1","69115","Heidelberg","Kurfürsten-Anlage","42-50","DE91672500200009107738","SOLADES1HDB","SPARKASSE HEIDELBERG",,"standard","0","netznutzung-gas@swhd.de"
"9870020800008","net","STADTWERKE HERRENBERG","gas","1","71083","Herrenberg","Stuttgarter Str.","92","DE31603501300001116546","BBKRDE6BXXX","KREISSPARKASSE BOEBLINGEN",,"standard","0","netznutzung@suedwest-edm.de"
"9870032100008","net","STADTWERKE METZINGEN","gas","1","72555","Metzingen","Stuttgarter Str.","59","DE91640500000000990385","SOLADES1REU","KREISSPARKASSE REUTLINGEN",,"standard","0","netznutzung@stadtwerke-metzingen.de"
"9870020600002","net","STADTWERKE MOSBACH GMBH","gas","1","74821","Mosbach","Am Henschelberg","6","DE60674500480003083037","SOLADES1MOS","SPARKASSE NECKARTAL-ODENWALD",,"standard","0","Netzbetreiber@swm-online.de"
"9870040200006","net","STADTWERKE NÜRTINGEN GMBH","gas","1","72622","Nürtingen","Porschestr.","5-9","DE32611500200056061000","ESSLDE66XXX","KREISSPARKASSE ESSLINGEN-NUERTINGEN",,"standard","0","netz@sw-nuertingen.de"
"9870048500002","net","STADTWERKE SCHRAMBERG GMBH & CO. KG","gas","1","78713","Schramberg","Gustav-Maier-Str.","11","DE10642500400000510710","SOLADES1RWL","KREISSPARKASSE ROTTWEIL",,"standard","0","netzzugang@stadtwerke-schramberg.de"
"9870023500001","net","STADTWERKE SCHWÄBISCH HALL GMBH","gas","1","74523","Schwäbisch Hall","An der Limpurgbrücke","1","DE04622500300002219796","SOLADES1SHA","SPARKASSE SCHWAEBISCH HALL-CRAILSHEIM",,"standard","0","netznutzung.gas@stadtwerke-hall.de"
"9870038000004","net","STADTWERKE SIGMARINGEN","gas","1","72488","Sigmaringen","Marie-Curie-Str. ","8","DE88653510500000020396","SOLADES1SIG","HOHENZOLLERISCHE LANDESBANK KREISSPARKASSE",,"standard","0","heike.frei@stadtwerk-am-see.de"
"9870093500007","net","STADTWERKE SINDELFINGEN GMBH","gas","1","71063","Sindelfingen","Rosenstr.","47","DE18603501300003150191","BBKRDE6BXXX","KREISSPARKASSE BOEBLINGEN",,"standard","0","netznutzung.gas@service.stadtwerke-sindelfingen.de"
"9870007600009","net","SW TÜBINGEN GMBH","gas","1","72072","Tübingen","Eisenhutstr.","6","DE39641500200002177285","SOLADES1TUB","KREISSPARKASSE TUEBINGEN",,"standard","0","lieferantenwechsel-netz@swtue.de	"
"9870038200000","net","STADTWERKE WEINSBERG GMBH","gas","1","74076","Heilbronn","Weipertstr.","41","DE51620500000000109499","HEISDE66XXX","KREISSPARKASSE HEILBRONN",,"standard","0","gas-sww@hnvg.de"
"9870092500008","net","SYNA GMBH","gas","1","65929","Frankfurt","Ludwigshafener Str.","4","DE95500400000257137000","COBADEFFXXX","COMMERZBANK AG",,"standard","0","lieferstellenmanagement-netz@syna.de"
"9870005400005","net","SWP STADTWERKE PFORZHEIM GMBH","gas","1","75179","Pforzheim","Sandweg","22","DE25666500850007935900","PZHSDE66XXX","SPARKASSE PFORZHEIM CALW",,"standard","0","netznutzung@stadtwerke-pforzheim.de"
"9870038900006","net","STADTWERKE ULM/NEU-ULM NETZE GMBH","gas","1","89073","Ulm","Karlstr.","1","DE04630500000021038130","SOLADES1ULM","SPARKASSE ULM",,"standard","0","datenaustausch-netz@ulm-netze.de"
"9870111100002","net","THÜGA ENERGIENETZE GMBH","gas","1","67105","Schifferstadt","Bahnhofstraße","104","DE55700500000004122403","BYLADEMMXXX","BAYERISCHE LANDESBANK, MUENCHEN",,"standard","0","netznutzung@thuega-netze.de"
"9870029200001","net","TWS NETZ GMBH","gas","1","88212","Ravensburg","Schussenstr.","22","DE71650501100101029832","SOLADES1RVB","KREISSPARKASSE RAVENSBURG",,"standard","0","lieferantenwechsel@tws-netz.de"
"9870104400005","net","ZWECKVERBAND GASFERNVERSORGUNG BAAR (ZVB","gas","1","78048","Villingen-Schwenningen","Pforzheimer Str.","1","DE97694500650150968778","SOLADES1VSS","SPARKASSE SCHWARZWALD-BAAR",,"standard","0","volker.koehne@svs-energie.de"
"9870078000006","net","EV FILSTAL GMBH & CO. KG","gas","1","73033","Göppingen","Großeislinger Str.","28-34","DE21610500000049017889","GOPSDE6GXXX","KREISSPARKASSE GOEPPINGEN",,"standard","0","netzzugang@evf.de	"
"9870107700006","net","SW WAIBLINGEN GMBH","gas","1","71332","Waiblingen","Schorndorfer Str.","67","DE66602500100000392983","SOLADES1WBN","KREISSPARKASSE WAIBLINGEN",,"standard","0","netznutzung@stadtwerke-waiblingen.de"
"9870110400007","net","NHF NETZGESELL. HEILBRONN-FRANKEN","gas","1","74076","Heilbronn","Weipertstr.","39","DE17620500000000096337","HEISDE66XXX","KREISSPARKASSE HEILBRONN",,"standard","0","gas@n-hf.de"
"9800017100004","provider","SW NÜRTINGEN ","gas","1","72622","Nürtingen","Porschestr.","5-9",,NULL,NULL,,"standard","0","danijel.kajkut@sw-nuertingen.de	"
"9800069800008","provider","N-ERGIE AKTIENGESELLSCHAFT","gas","1","90429","Nürnberg","Am Plärrer","43",,NULL,NULL,,"standard","0","versorgerwechsel@n-ergie.de"
"9800063900002","provider","SÜWAG VERTRIEB","gas","1","65929","Frankfurt","Schützenbleiche","9-11",,NULL,NULL,,"standard","0","Versorgung@suewag.de"
